trial_id,loss,mcc_main_y,acc_main_y,prec_main_y,rec_main_y,f1_main_y,MAE_y,MSE_y,r2_y,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.batch_size,config.bidirectional,config.lstm_layers,config.hidden_dim,config.lstm_output_dim,config.dropout_lstm,config.dropout_lin,config.opt_step_size,config.weight_decay
535cb_00000,6.503711223602295,0.6238939762115479,0.8514854311943054,0.8698975443840027,0.9304059147834778,0.847015917301178,24.907758712768555,1069.879638671875,0.41540470719337463,27.234651565551758,True,,,50,bf670a83fc78477985b012b215d19193,2021-09-20_16-57-02,1632146222,1412.4895706176758,99927,crimv3srv042,10.141.0.36,1412.4895706176758,0,50,"0_batch_size=2048,bidirectional=True,dropout_lin=0.49112,dropout_lstm=0.71915,hidden_dim=32,learning_rate=0.0030363,lstm_layers=1,lstm_output_dim=110,opt_step_size=2,weight_decay=0.0011337",0.0030363087280807707,2048,True,1,32,110,0.719150310154773,0.49111893343259727,2,0.0011336766867014448
535cb_00001,4.988873481750488,0.6225355267524719,0.8492394089698792,0.8798823952674866,0.9131771922111511,0.846923828125,18.76751136779785,1093.6512451171875,0.4011295437812805,315.5919578075409,True,,,50,997de297d93044429fc67df23e89a0b1,2021-09-20_21-25-47,1632162347,16118.958986997604,99936,crimv3srv042,10.141.0.36,16118.958986997604,0,50,"1_batch_size=64,bidirectional=True,dropout_lin=0.24476,dropout_lstm=0.32415,hidden_dim=128,learning_rate=0.0002539,lstm_layers=1,lstm_output_dim=119,opt_step_size=5,weight_decay=0.00015636",0.00025389813303070956,64,True,1,128,119,0.32415089337954106,0.24475927695391986,5,0.0001563625577729033
535cb_00002,4.124979496002197,0.6315295696258545,0.8548528552055359,0.8727992177009583,0.9322563409805298,0.8505392670631409,15.3875732421875,1095.907470703125,0.39994439482688904,58.21299695968628,True,,,24,319152ddc02e4ae6a3bd0cc66d35465d,2021-09-20_21-49-39,1632163779,1424.7599370479584,99944,crimv3srv042,10.141.0.36,1424.7599370479584,0,24,"2_batch_size=256,bidirectional=True,dropout_lin=0.29778,dropout_lstm=0.42786,hidden_dim=32,learning_rate=0.0048975,lstm_layers=1,lstm_output_dim=92,opt_step_size=8,weight_decay=0.0014906",0.004897529139549031,256,True,1,32,92,0.4278634908378195,0.2977804977404459,8,0.0014906166728108328
535cb_00003,5.962713241577148,0.6261938810348511,0.8538368940353394,0.8615353107452393,0.9469841718673706,0.8470640182495117,22.743234634399414,1581.426025390625,0.13512445986270905,35.434077739715576,True,,,50,5c1679990f984e5f851e13efd6d277d6,2021-09-20_22-21-44,1632165704,1917.5908493995667,99921,crimv3srv042,10.141.0.36,1917.5908493995667,0,50,"3_batch_size=512,bidirectional=True,dropout_lin=0.63098,dropout_lstm=0.29371,hidden_dim=16,learning_rate=0.0011353,lstm_layers=2,lstm_output_dim=42,opt_step_size=11,weight_decay=0.002143",0.0011353180782126514,512,True,2,16,42,0.29371404638882936,0.6309761238544878,11,0.002142956309076902
535cb_00004,10.562041282653809,0.5523712635040283,0.8278887867927551,0.8209789395332336,0.9701047539710999,0.8100000619888306,40.830509185791016,2151.256591796875,-0.17790378630161285,94.77014684677124,True,,,50,9885494bda9e40e3920b987567e1c21b,2021-09-20_23-41-00,1632170460,4749.213304519653,99950,crimv3srv042,10.141.0.36,4749.213304519653,0,50,"4_batch_size=128,bidirectional=True,dropout_lin=0.75038,dropout_lstm=0.88987,hidden_dim=32,learning_rate=1.3801e-06,lstm_layers=1,lstm_output_dim=108,opt_step_size=13,weight_decay=0.0067995",1.3800975192197112e-06,128,True,1,32,108,0.889865699606771,0.7503787047668483,13,0.006799548167126575
535cb_00005,6.015532493591309,0.6320275664329529,0.8551566004753113,0.8722562193870544,0.9335345029830933,0.8506948947906494,22.9796085357666,1037.6485595703125,0.4318435788154602,46.76116585731506,True,,,50,6aeb214f059443bb9876faa5ecb30ec8,2021-09-21_00-23-28,1632173008,2542.311139345169,99915,crimv3srv042,10.141.0.36,2542.311139345169,0,50,"5_batch_size=256,bidirectional=True,dropout_lin=0.25046,dropout_lstm=0.86631,hidden_dim=8,learning_rate=0.00032299,lstm_layers=1,lstm_output_dim=111,opt_step_size=12,weight_decay=0.00030653",0.00032298576306232055,256,True,1,8,111,0.8663091578833659,0.2504553653965067,12,0.00030653167831444804
535cb_00006,9.14576244354248,0.5992945432662964,0.8446611762046814,0.8476479053497314,0.953464686870575,0.834980845451355,35.27985382080078,1666.58447265625,0.08747459948062897,115.64476323127747,True,,,22,02a178257f5a4e5ba83a2042bfa85489,2021-09-21_01-08-04,1632175684,2669.2267377376556,99914,crimv3srv042,10.141.0.36,2669.2267377376556,0,22,"6_batch_size=128,bidirectional=True,dropout_lin=0.60306,dropout_lstm=0.82634,hidden_dim=64,learning_rate=1.4594e-05,lstm_layers=1,lstm_output_dim=20,opt_step_size=13,weight_decay=0.00019964",1.459417837117883e-05,128,True,1,64,20,0.8263408005068332,0.6030601284109274,13,0.0001996432897784335
535cb_00007,14.589425086975098,0.5451343059539795,0.8234678506851196,0.8441441655158997,0.9227291345596313,0.8158604502677917,57.020511627197266,4244.24365234375,-1.3239027261734009,47.881463289260864,True,,,50,d8016376ca0849948ee7057872bbc1a8,2021-09-21_01-47-18,1632178038,2345.6557075977325,99920,crimv3srv042,10.141.0.36,2345.6557075977325,0,50,"7_batch_size=256,bidirectional=False,dropout_lin=0.51042,dropout_lstm=0.87546,hidden_dim=16,learning_rate=1.1189e-06,lstm_layers=1,lstm_output_dim=75,opt_step_size=10,weight_decay=6.3803e-05",1.118888340747264e-06,256,False,1,16,75,0.8754568417951749,0.5104223374780111,10,6.380341481037176e-05
535cb_00008,6.4035325050354,0.0,0.7128695249557495,0.7128695249557495,1.0,0.5933703184127808,23.814502716064453,1825.0755615234375,0.000694026704877615,76.09175634384155,True,,,14,afafe0022fff4107a2713129b16eb1ea,2021-09-21_02-05-34,1632179134,1088.701600074768,99953,crimv3srv042,10.141.0.36,1088.701600074768,0,14,"8_batch_size=256,bidirectional=True,dropout_lin=0.89111,dropout_lstm=0.31497,hidden_dim=64,learning_rate=0.01532,lstm_layers=1,lstm_output_dim=95,opt_step_size=7,weight_decay=3.8253e-05",0.015320184123405646,256,True,1,64,95,0.3149664458906861,0.8911090958391604,7,3.825329782609072e-05
535cb_00009,7.635251045227051,0.0,0.7128642797470093,0.7128642797470093,1.0,0.5933634042739868,28.74025535583496,2648.10888671875,-0.4500730633735657,147.1128213405609,True,,,23,9ba70d6af46148a39932bfa1eca5080f,2021-09-21_03-05-12,1632182712,3571.607011795044,99929,crimv3srv042,10.141.0.36,3571.607011795044,0,23,"9_batch_size=64,bidirectional=False,dropout_lin=0.99429,dropout_lstm=0.91906,hidden_dim=32,learning_rate=0.00072826,lstm_layers=1,lstm_output_dim=107,opt_step_size=14,weight_decay=0.00060715",0.0007282572007264825,64,False,1,32,107,0.9190568009273435,0.994289919854173,14,0.0006071494952921909
535cb_00010,7.6735405921936035,0.6307677030563354,0.8549975752830505,0.8653289675712585,0.9429400563240051,0.84909588098526,29.569116592407227,1273.8870849609375,0.3039325475692749,24.15632462501526,True,,,19,04283d1e1b9147e8a5c2a75a8b5dce38,2021-09-21_03-13-57,1632183237,514.2299201488495,99918,crimv3srv042,10.141.0.36,514.2299201488495,0,19,"10_batch_size=2048,bidirectional=True,dropout_lin=0.51165,dropout_lstm=0.10854,hidden_dim=16,learning_rate=0.00060803,lstm_layers=2,lstm_output_dim=48,opt_step_size=4,weight_decay=0.00046042",0.0006080313359530702,2048,True,2,16,48,0.10854229568516027,0.5116547174153498,4,0.0004604153020918982
535cb_00011,8.079989433288574,0.6197706460952759,0.8503803610801697,0.8659621477127075,0.9343190789222717,0.8451555371284485,31.180843353271484,1391.8936767578125,0.2394523322582245,22.73407220840454,True,,,50,ba2a804a970d45a68786f48cbe38f780,2021-09-21_03-33-51,1632184431,1187.4402089118958,99917,crimv3srv042,10.141.0.36,1187.4402089118958,0,50,"11_batch_size=2048,bidirectional=False,dropout_lin=0.30477,dropout_lstm=0.043591,hidden_dim=8,learning_rate=8.8055e-05,lstm_layers=2,lstm_output_dim=73,opt_step_size=13,weight_decay=0.00044411",8.805476667129796e-05,2048,False,2,8,73,0.04359146379904055,0.30476807341109746,13,0.00044410565940132345
535cb_00012,10.182626724243164,0.606056272983551,0.8464826345443726,0.8506320118904114,0.9512600302696228,0.837662935256958,39.526634216308594,2019.3216552734375,-0.10338196903467178,22.634217262268066,True,,,48,c0ba85ffc2974cc1a1de5a8eccb76418,2021-09-21_03-52-57,1632185577,1138.226506471634,99924,crimv3srv042,10.141.0.36,1138.226506471634,0,48,"12_batch_size=2048,bidirectional=False,dropout_lin=0.6917,dropout_lstm=0.59318,hidden_dim=8,learning_rate=0.00060757,lstm_layers=1,lstm_output_dim=71,opt_step_size=1,weight_decay=7.5468e-05",0.0006075686035936931,2048,False,1,8,71,0.5931769165622212,0.6917017987001771,1,7.546799480155934e-05
535cb_00013,4.312475681304932,0.6266574263572693,0.8532583117485046,0.8698954582214355,0.9338185787200928,0.8484938144683838,16.133737564086914,1124.531494140625,0.384271502494812,116.81730723381042,True,,,26,ca626511035d4bc6a2a152449d2ebb13,2021-09-21_04-44-59,1632188699,3115.161196708679,99909,crimv3srv042,10.141.0.36,3115.161196708679,0,26,"13_batch_size=128,bidirectional=False,dropout_lin=0.13089,dropout_lstm=0.10591,hidden_dim=128,learning_rate=0.0065139,lstm_layers=1,lstm_output_dim=86,opt_step_size=9,weight_decay=0.00024028",0.006513858154605458,128,False,1,128,86,0.10590848505681383,0.13089495066408074,9,0.00024027869979242154
535cb_00014,6.715185165405273,0.6025419235229492,0.8457147479057312,0.8509339690208435,0.9499881863594055,0.8369278311729431,25.618087768554688,1128.515380859375,0.3820383548736572,272.0227756500244,True,,,14,4dd45ea9be1244d5a4b6bc4985d6d29e,2021-09-21_05-47-56,1632192476,3770.0736887454987,99951,crimv3srv042,10.141.0.36,3770.0736887454987,0,14,"14_batch_size=64,bidirectional=True,dropout_lin=0.31679,dropout_lstm=0.38484,hidden_dim=64,learning_rate=9.2438e-06,lstm_layers=2,lstm_output_dim=15,opt_step_size=10,weight_decay=3.2602e-05",9.243823645449224e-06,64,True,2,64,15,0.3848378112757611,0.31678789711837974,10,3.260209342570927e-05
535cb_00015,6.395298480987549,0.5739515423774719,0.8262530565261841,0.8761634826660156,0.8807546496391296,0.825911283493042,24.23310089111328,1410.3985595703125,0.2276824414730072,279.2420735359192,True,,,6,b5b27f392d5f41df82aee60cfadec16c,2021-09-21_06-16-57,1632194217,1733.4010677337646,99957,crimv3srv042,10.141.0.36,1733.4010677337646,0,6,"15_batch_size=64,bidirectional=False,dropout_lin=0.3092,dropout_lstm=0.58063,hidden_dim=128,learning_rate=0.013982,lstm_layers=2,lstm_output_dim=118,opt_step_size=6,weight_decay=0.0092265",0.013981802799450544,64,False,2,128,118,0.5806320199484606,0.30919899793481864,6,0.009226484528890699
535cb_00016,7.357264518737793,0.5893324017524719,0.8409842252731323,0.8467532396316528,0.9486160278320312,0.8315380215644836,28.175846099853516,1616.1689453125,0.11500506103038788,156.9622814655304,True,,,6,e532933688034369b2be900ee49e11af,2021-09-21_06-32-47,1632195167,941.5636422634125,99928,crimv3srv042,10.141.0.36,941.5636422634125,0,6,"16_batch_size=64,bidirectional=False,dropout_lin=0.29588,dropout_lstm=0.28232,hidden_dim=16,learning_rate=0.033629,lstm_layers=1,lstm_output_dim=54,opt_step_size=4,weight_decay=0.0013982",0.03362852960063439,64,False,1,16,54,0.28232096062534573,0.295876525220505,4,0.0013982146147697206
535cb_00017,9.241150856018066,0.0,0.7128695249557495,0.7128695249557495,1.0,0.5933703184127808,35.196163177490234,1853.2391357421875,-0.014726672321557999,67.9152340888977,True,,,50,d04f68bdb824475988386195359be26d,2021-09-21_07-32-15,1632198735,3561.830771446228,99926,crimv3srv042,10.141.0.36,3561.830771446228,0,50,"17_batch_size=256,bidirectional=True,dropout_lin=0.98748,dropout_lstm=0.16789,hidden_dim=32,learning_rate=0.00038734,lstm_layers=2,lstm_output_dim=66,opt_step_size=15,weight_decay=0.0030103",0.00038734092501038157,256,True,2,32,66,0.1678884446672988,0.9874783222814236,15,0.0030103388441938624
535cb_00018,12.240628242492676,0.0,0.28900304436683655,0.0,0.0,0.12959282100200653,46.66938400268555,2928.751953125,-0.5979464650154114,45.84639549255371,True,,,50,1fac43b69f9446c5ae0d3a43a59d60c8,2021-09-21_08-11-36,1632201096,2354.4055454730988,99935,crimv3srv042,10.141.0.36,2354.4055454730988,0,50,"18_batch_size=1024,bidirectional=False,dropout_lin=0.093327,dropout_lstm=0.54776,hidden_dim=128,learning_rate=2.1247e-06,lstm_layers=1,lstm_output_dim=64,opt_step_size=6,weight_decay=0.0028314",2.1247493723288467e-06,1024,False,1,128,64,0.547763572628854,0.09332671036982076,6,0.0028314230216210517
535cb_00019,7.165872573852539,0.6102616786956787,0.8474200367927551,0.8632217049598694,0.9339487552642822,0.8417843580245972,27.44483757019043,1224.180908203125,0.3297092318534851,79.39206647872925,True,,,50,b247d58f0ba94b8485207ee3a16db4d6,2021-09-21_09-20-15,1632205215,4113.2800006866455,99911,crimv3srv042,10.141.0.36,4113.2800006866455,0,50,"19_batch_size=128,bidirectional=False,dropout_lin=0.4168,dropout_lstm=0.50943,hidden_dim=8,learning_rate=1.6186e-05,lstm_layers=2,lstm_output_dim=17,opt_step_size=11,weight_decay=0.003294",1.6185946263512942e-05,128,False,2,8,17,0.5094292614503132,0.4167951398245796,11,0.003294048911017986
535cb_00020,6.401336669921875,0.6149681806564331,0.8499004244804382,0.8588783144950867,0.9446594715118408,0.8428482413291931,24.48184585571289,1091.5552978515625,0.40232735872268677,60.559231996536255,True,,,50,0bf0b22b245648a9905adb5ded9cc44f,2021-09-21_10-07-48,1632208068,2846.1282720565796,99940,crimv3srv042,10.141.0.36,2846.1282720565796,0,50,"20_batch_size=256,bidirectional=False,dropout_lin=0.19017,dropout_lstm=0.40519,hidden_dim=64,learning_rate=6.756e-06,lstm_layers=1,lstm_output_dim=95,opt_step_size=3,weight_decay=0.0046086",6.7559965797351125e-06,256,False,1,64,95,0.4051851787521852,0.19017372030669777,3,0.004608614458817031
535cb_00021,4.3640642166137695,0.6140992641448975,0.8488585948944092,0.8637440800666809,0.9354979991912842,0.843192458152771,16.298717498779297,1135.098388671875,0.37873151898384094,318.7648377418518,True,,,12,1abfceef30ee46d4b2e637814c8377a1,2021-09-21_11-11-03,1632211863,3788.8288452625275,99943,crimv3srv042,10.141.0.36,3788.8288452625275,0,12,"21_batch_size=32,bidirectional=False,dropout_lin=0.26591,dropout_lstm=0.60469,hidden_dim=16,learning_rate=0.0030308,lstm_layers=2,lstm_output_dim=123,opt_step_size=2,weight_decay=0.00055977",0.003030793458194703,32,False,2,16,123,0.6046913457337171,0.26591120723563544,2,0.0005597746970507066
535cb_00022,6.468825817108154,0.6244363188743591,0.8525475263595581,0.862579882144928,0.9428141713142395,0.8462985157966614,24.772117614746094,1462.6624755859375,0.2019616663455963,31.85818076133728,True,,,15,da70a4136c8b4a7a89f00e8f9093ddbc,2021-09-21_11-19-52,1632212392,522.5055122375488,99933,crimv3srv042,10.141.0.36,522.5055122375488,0,15,"22_batch_size=1024,bidirectional=False,dropout_lin=0.33862,dropout_lstm=0.15704,hidden_dim=64,learning_rate=0.011864,lstm_layers=1,lstm_output_dim=76,opt_step_size=19,weight_decay=0.001126",0.011863655156430182,1024,False,1,64,76,0.15703522841679918,0.3386175017926394,19,0.0011259765858337854
535cb_00023,9.966819763183594,0.5932554602622986,0.8423157334327698,0.8489907383918762,0.9472986459732056,0.8333951234817505,38.548160552978516,1915.023681640625,-0.0485563725233078,44.44493842124939,True,,,50,469900fb4e7148cd86f48488bddbde5f,2021-09-21_12-00-36,1632214836,2436.80371260643,99945,crimv3srv042,10.141.0.36,2436.80371260643,0,50,"23_batch_size=256,bidirectional=False,dropout_lin=0.69856,dropout_lstm=0.4854,hidden_dim=8,learning_rate=1.0699e-05,lstm_layers=2,lstm_output_dim=69,opt_step_size=15,weight_decay=0.00018747",1.0699379977403541e-05,256,False,2,8,69,0.4853968258084026,0.6985636308742963,15,0.00018746516707173185
