trial_id,loss,mcc_main_y,acc_main_y,prec_main_y,rec_main_y,f1_main_y,MAE_percentage_y,MSE_percentage_y,r2_percentage_y,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.batch_size,config.bidirectional,config.lstm_layers,config.hidden_dim,config.lstm_output_dim,config.dropout_lstm,config.dropout_lin,config.opt_step_size,config.labels,config.classification_tasks,config.regression_tasks,config.loss_fnct,config.weights,config.cnn_layers,config.cnn_kernel_size,config.featset,config.data_path
08763_00024,3.2456130981445312,0.6119754910469055,0.8611194491386414,0.8720328211784363,0.9532697200775146,0.8533251881599426,73.38082122802734,6727.2587890625,-3.8706109523773193,176.3290867805481,True,,,20,c8eb894c260f49018fa72cf42d66abc4,2021-10-06_00-12-34,1633468354,3786.931839942932,397515,crimv3srv033,10.141.0.15,3786.931839942932,0,20,"24_batch_size=64,bidirectional=False,cnn_kernel_size=6,cnn_layers=2,dropout_lin=0.41489,dropout_lstm=0.69419,hidden_dim=16,learning_rate=4.3316e-05,lstm_layers=2,lstm_output_dim=134,opt_step_size=18",4.331620351417942e-05,64,False,2,16,134,0.6941916685491758,0.4148890141338417,18,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",2,6,tsfresh,40min_centered
08763_00025,3.999889850616455,0.541374683380127,0.8382474184036255,0.8520402908325195,0.9470090270042419,0.8268969655036926,73.35541534423828,6724.49609375,-3.865095853805542,103.54122471809387,True,,,20,1d940cb888114dd384c18f68a2ede010,2021-10-06_00-47-58,1633470478,2112.3579511642456,397511,crimv3srv033,10.141.0.15,2112.3579511642456,0,20,"25_batch_size=256,bidirectional=False,cnn_kernel_size=4,cnn_layers=3,dropout_lin=0.66611,dropout_lstm=0.87778,hidden_dim=32,learning_rate=1.2373e-05,lstm_layers=2,lstm_output_dim=45,opt_step_size=4",1.23729991845479e-05,256,False,2,32,45,0.8777830406689772,0.6661140097932174,4,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",3,4,tsfresh,40min_centered
08763_00026,1.6915717124938965,0.6451637148857117,0.8712579011917114,0.8876718878746033,0.9468172192573547,0.8664247989654541,73.34284210205078,6730.1279296875,-3.8726882934570312,99.29152178764343,True,,,10,8e67af5e3d744b8b92aa433b31c90f64,2021-10-06_01-05-41,1633471541,1052.4620537757874,397514,crimv3srv033,10.141.0.15,1052.4620537757874,0,10,"26_batch_size=128,bidirectional=True,cnn_kernel_size=7,cnn_layers=1,dropout_lin=0.021541,dropout_lstm=0.0016555,hidden_dim=8,learning_rate=0.00092583,lstm_layers=2,lstm_output_dim=150,opt_step_size=15",0.0009258270023229579,128,True,2,8,150,0.001655481392187852,0.021541336882934137,15,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",1,7,tsfresh,40min_centered
08763_00027,3.0289628505706787,0.0,0.7440650463104248,0.7440650463104248,1.0,0.6348763108253479,73.37128448486328,6725.79833984375,-3.869826316833496,881.6009700298309,True,,,6,f138f76fc9454721a35f42273933d4e9,2021-10-06_02-30-22,1633476622,5073.472870588303,397504,crimv3srv033,10.141.0.15,5073.472870588303,0,6,"27_batch_size=16,bidirectional=False,cnn_kernel_size=9,cnn_layers=1,dropout_lin=0.51109,dropout_lstm=0.074336,hidden_dim=128,learning_rate=0.0091631,lstm_layers=1,lstm_output_dim=33,opt_step_size=6",0.009163103875128158,16,False,1,128,33,0.07433605170739332,0.5110931015890183,6,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",1,9,tsfresh,40min_centered
08763_00028,2.2088987827301025,0.6344009637832642,0.8680691123008728,0.8819000720977783,0.9499300718307495,0.8621814846992493,73.38082122802734,6727.2587890625,-3.8706109523773193,183.57740235328674,True,,,12,ebdf128457ab4f10a5539809fa658687,2021-10-06_03-07-06,1633478826,2193.9261882305145,397509,crimv3srv033,10.141.0.15,2193.9261882305145,0,12,"28_batch_size=128,bidirectional=True,cnn_kernel_size=3,cnn_layers=3,dropout_lin=0.34448,dropout_lstm=0.93496,hidden_dim=64,learning_rate=0.00054574,lstm_layers=1,lstm_output_dim=242,opt_step_size=1",0.0005457376846659636,128,True,1,64,242,0.9349618858177667,0.34447904035788934,1,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",3,3,tsfresh,40min_centered
08763_00029,3.1014461517333984,0.0,0.7440650463104248,0.7440650463104248,1.0,0.6348763108253479,73.37128448486328,6725.79833984375,-3.869826316833496,697.6489534378052,True,,,13,4b5b0ae6326d41d7b0a9b8c26f3ffc77,2021-10-06_05-35-20,1633487720,8883.44315624237,397510,crimv3srv033,10.141.0.15,8883.44315624237,0,13,"29_batch_size=32,bidirectional=True,cnn_kernel_size=4,cnn_layers=2,dropout_lin=0.63553,dropout_lstm=0.5197,hidden_dim=64,learning_rate=0.034421,lstm_layers=2,lstm_output_dim=109,opt_step_size=11",0.03442094498422097,32,True,2,64,109,0.5196987383315451,0.6355320650938605,11,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",2,4,tsfresh,40min_centered
08763_00030,4.652548313140869,0.5239319205284119,0.8343223929405212,0.835441529750824,0.9679377675056458,0.8156197667121887,73.33783721923828,6725.63427734375,-3.8659191131591797,148.44635653495789,True,,,20,2cb72c4b055744de8d6ea6c68e3380d0,2021-10-06_06-24-29,1633490669,2937.183000802994,397507,crimv3srv033,10.141.0.15,2937.183000802994,0,20,"30_batch_size=256,bidirectional=False,cnn_kernel_size=7,cnn_layers=2,dropout_lin=0.71189,dropout_lstm=0.24149,hidden_dim=128,learning_rate=2.1021e-06,lstm_layers=2,lstm_output_dim=144,opt_step_size=5",2.1020980523358235e-06,256,False,2,128,144,0.24149369603955595,0.7118926111781307,5,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",2,7,tsfresh,40min_centered
08763_00031,7.1950602531433105,0.49665775895118713,0.821702241897583,0.8479142189025879,0.9264967441558838,0.8117854595184326,73.35540771484375,6724.49609375,-3.865095853805542,62.95398831367493,True,,,20,8676f2b81fc44ba7b69277291b9172bb,2021-10-06_06-47-09,1633492029,1354.144743680954,397503,crimv3srv033,10.141.0.15,1354.144743680954,0,20,"31_batch_size=1024,bidirectional=True,cnn_kernel_size=5,cnn_layers=2,dropout_lin=0.30539,dropout_lstm=0.42417,hidden_dim=16,learning_rate=4.6521e-06,lstm_layers=2,lstm_output_dim=63,opt_step_size=17",4.652132048556556e-06,1024,True,2,16,63,0.4241719759975837,0.3053928086420672,17,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",2,5,tsfresh,40min_centered
08763_00032,3.103092670440674,0.0,0.7438870668411255,0.7438870668411255,1.0,0.6346374154090881,73.35541534423828,6724.49609375,-3.865095853805542,60.03180432319641,True,,,20,34636717e0844edb8f67494bddc353ba,2021-10-06_07-07-07,1633493227,1189.4658308029175,397508,crimv3srv033,10.141.0.15,1189.4658308029175,0,20,"32_batch_size=1024,bidirectional=True,cnn_kernel_size=2,cnn_layers=2,dropout_lin=0.65881,dropout_lstm=0.66276,hidden_dim=16,learning_rate=0.0076838,lstm_layers=1,lstm_output_dim=235,opt_step_size=17",0.0076837750588082164,1024,True,1,16,235,0.6627577436399376,0.6588146178908224,17,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",2,2,tsfresh,40min_centered
08763_00033,3.9861972332000732,0.6162865161895752,0.8623892068862915,0.8733174800872803,0.9532952308654785,0.8548471331596375,73.35541534423828,6724.49609375,-3.865095853805542,74.10327672958374,True,,,20,aed8f63c26024b6c8f03526c7dc74401,2021-10-06_07-33-35,1633494815,1581.4079790115356,397506,crimv3srv033,10.141.0.15,1581.4079790115356,0,20,"33_batch_size=512,bidirectional=False,cnn_kernel_size=3,cnn_layers=3,dropout_lin=0.45052,dropout_lstm=0.66725,hidden_dim=16,learning_rate=0.00016721,lstm_layers=2,lstm_output_dim=42,opt_step_size=19",0.00016721467831573963,512,False,2,16,42,0.6672462387645223,0.4505167418582634,19,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",3,3,tsfresh,40min_centered
08763_00034,1.9145474433898926,0.6446046233177185,0.8702298402786255,0.8909718990325928,0.9406597018241882,0.8662719130516052,73.35541534423828,6724.49609375,-3.865095853805542,89.20054697990417,True,,,20,e8ee3b1f4852439c987639c64d1e8e94,2021-10-06_08-04-09,1633496649,1827.10857462883,397502,crimv3srv033,10.141.0.15,1827.10857462883,0,20,"34_batch_size=1024,bidirectional=False,cnn_kernel_size=10,cnn_layers=3,dropout_lin=0.3912,dropout_lstm=0.022137,hidden_dim=32,learning_rate=0.0059665,lstm_layers=1,lstm_output_dim=222,opt_step_size=3",0.0059665195659222925,1024,False,1,32,222,0.022137144972643186,0.39120240200878054,3,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",3,10,tsfresh,40min_centered
08763_00035,1.8885533809661865,0.6361783742904663,0.8628492951393127,0.9031030535697937,0.9136592745780945,0.8620635867118835,73.35541534423828,6724.49609375,-3.865095853805542,69.9428117275238,True,,,20,48a3e0748fad4da5bed7e0526eac6962,2021-10-06_08-27-55,1633498075,1419.577815771103,397498,crimv3srv033,10.141.0.15,1419.577815771103,0,20,"35_batch_size=2048,bidirectional=True,cnn_kernel_size=4,cnn_layers=3,dropout_lin=0.35682,dropout_lstm=0.11361,hidden_dim=8,learning_rate=0.022043,lstm_layers=1,lstm_output_dim=202,opt_step_size=1",0.022042603560804022,2048,True,1,8,202,0.11361073338457761,0.356824989293398,1,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",3,4,tsfresh,40min_centered
08763_00036,2.3107614517211914,0.6115503907203674,0.860800564289093,0.8731273412704468,0.9511650800704956,0.8533770442008972,73.38082122802734,6727.2587890625,-3.8706109523773193,96.36803412437439,True,,,20,827a7bde9dcc471b88b2b6c9ad0ee5ac,2021-10-06_09-03-32,1633500212,2131.85395693779,397499,crimv3srv033,10.141.0.15,2131.85395693779,0,20,"36_batch_size=128,bidirectional=False,cnn_kernel_size=2,cnn_layers=1,dropout_lin=0.34915,dropout_lstm=0.27973,hidden_dim=64,learning_rate=7.4351e-06,lstm_layers=1,lstm_output_dim=230,opt_step_size=1",7.43514148083754e-06,128,False,1,64,230,0.27973317840063405,0.349149377806105,1,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",1,2,tsfresh,40min_centered
08763_00037,6.91362190246582,0.0,0.7440650463104248,0.7440650463104248,1.0,0.6348763108253479,73.37128448486328,6725.79833984375,-3.869826316833496,611.0157296657562,True,,,20,384ecca73baf434b915898dcaa263f2d,2021-10-06_12-30-44,1633512644,12424.081096887589,397500,crimv3srv033,10.141.0.15,12424.081096887589,0,20,"37_batch_size=16,bidirectional=True,cnn_kernel_size=7,cnn_layers=3,dropout_lin=0.92158,dropout_lstm=0.57664,hidden_dim=8,learning_rate=1.5182e-06,lstm_layers=1,lstm_output_dim=233,opt_step_size=16",1.518188302810177e-06,16,True,1,8,233,0.5766408264785546,0.9215810890501265,16,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",3,7,tsfresh,40min_centered
08763_00038,1.9894449710845947,0.5705640912055969,0.8484112620353699,0.8426275253295898,0.9791805744171143,0.8307147026062012,73.38082122802734,6727.2587890625,-3.8706109523773193,216.51789474487305,True,,,17,6fa3a29549d64b8999070a32386d13f4,2021-10-06_13-30-14,1633516214,3563.129281282425,397497,crimv3srv033,10.141.0.15,3563.129281282425,0,17,"38_batch_size=128,bidirectional=True,cnn_kernel_size=8,cnn_layers=1,dropout_lin=0.70269,dropout_lstm=0.72146,hidden_dim=128,learning_rate=0.0019907,lstm_layers=1,lstm_output_dim=153,opt_step_size=12",0.0019907398490204347,128,True,1,128,153,0.7214579800577196,0.702693803037518,12,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",1,8,tsfresh,40min_centered
08763_00039,2.5601534843444824,0.4782800078392029,0.8191026449203491,0.8078819513320923,0.9930812120437622,0.7831545472145081,73.38082122802734,6727.2587890625,-3.8706109523773193,165.68224430084229,True,,,6,e7ee746e7b574aeebc16690ec6f7a168,2021-10-06_13-49-05,1633517345,1125.7571859359741,397492,crimv3srv033,10.141.0.15,1125.7571859359741,0,6,"39_batch_size=64,bidirectional=False,cnn_kernel_size=10,cnn_layers=2,dropout_lin=0.23943,dropout_lstm=0.69735,hidden_dim=8,learning_rate=0.0018849,lstm_layers=2,lstm_output_dim=216,opt_step_size=19",0.0018849438674889078,64,False,2,8,216,0.697350140333599,0.2394309537907242,19,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",2,10,tsfresh,40min_centered
08763_00040,2.067882776260376,0.6444666981697083,0.8694223165512085,0.8941143751144409,0.9352191686630249,0.8662185668945312,73.35541534423828,6724.49609375,-3.865095853805542,84.91443800926208,True,,,20,f01770e1d1a7477c94749513a12627d2,2021-10-06_14-19-48,1633519188,1835.2673213481903,397501,crimv3srv033,10.141.0.15,1835.2673213481903,0,20,"40_batch_size=512,bidirectional=True,cnn_kernel_size=10,cnn_layers=1,dropout_lin=0.12098,dropout_lstm=0.28144,hidden_dim=64,learning_rate=0.00019733,lstm_layers=2,lstm_output_dim=110,opt_step_size=14",0.00019733300464841146,512,True,2,64,110,0.2814415748410961,0.12098181176743505,14,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",1,10,tsfresh,40min_centered
08763_00041,3.4611573219299316,0.5729084014892578,0.8480642437934875,0.8628126978874207,0.9463005065917969,0.8391258716583252,73.38082122802734,6727.2587890625,-3.8706109523773193,165.92112588882446,True,,,20,0f65512380f74ab1a5a5f00101c602d3,2021-10-06_15-15-07,1633522507,3311.7086222171783,397495,crimv3srv033,10.141.0.15,3311.7086222171783,0,20,"41_batch_size=64,bidirectional=False,cnn_kernel_size=4,cnn_layers=2,dropout_lin=0.4092,dropout_lstm=0.028659,hidden_dim=8,learning_rate=1.2595e-05,lstm_layers=2,lstm_output_dim=132,opt_step_size=8",1.259539762637695e-05,64,False,2,8,132,0.02865887040820647,0.40920356882166253,8,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",2,4,tsfresh,40min_centered
08763_00042,2.2077841758728027,0.6538728475570679,0.8745405673980713,0.8879415988922119,0.9514610767364502,0.8694267868995667,73.37128448486328,6725.79833984375,-3.869826316833496,372.1754837036133,True,,,20,2d980ed7585d4f71a96dab06aceb5700,2021-10-06_17-16-52,1633529812,7294.374057531357,397496,crimv3srv033,10.141.0.15,7294.374057531357,0,20,"42_batch_size=32,bidirectional=True,cnn_kernel_size=9,cnn_layers=2,dropout_lin=0.14693,dropout_lstm=0.40121,hidden_dim=64,learning_rate=1.2104e-05,lstm_layers=1,lstm_output_dim=245,opt_step_size=6",1.2103737108922257e-05,32,True,1,64,245,0.4012060410996199,0.14692964473582182,6,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",2,9,tsfresh,40min_centered
08763_00043,2.107836961746216,0.6321013569831848,0.865761935710907,0.8886644244194031,0.9370124340057373,0.8617712259292603,73.38082122802734,6727.2587890625,-3.8706109523773193,182.9181089401245,True,,,20,5106e4919f9d48e3a2a8a21216541d68,2021-10-06_18-17-56,1633533476,3652.533047914505,397493,crimv3srv033,10.141.0.15,3652.533047914505,0,20,"43_batch_size=64,bidirectional=False,cnn_kernel_size=6,cnn_layers=3,dropout_lin=0.21267,dropout_lstm=0.31381,hidden_dim=8,learning_rate=0.00019942,lstm_layers=2,lstm_output_dim=202,opt_step_size=13",0.00019941548098316547,64,False,2,8,202,0.3138092116428446,0.21266543447157626,13,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",3,6,tsfresh,40min_centered
08763_00044,3.1021759510040283,0.0,0.7441945672035217,0.7441945672035217,1.0,0.6350501775741577,73.38082122802734,6727.2587890625,-3.8706109523773193,302.6842339038849,True,,,11,8c2942ae599f429287427c3861cec196,2021-10-06_19-12-37,1633536757,3268.47479391098,397494,crimv3srv033,10.141.0.15,3268.47479391098,0,11,"44_batch_size=64,bidirectional=True,cnn_kernel_size=7,cnn_layers=1,dropout_lin=0.74043,dropout_lstm=0.75475,hidden_dim=64,learning_rate=0.038447,lstm_layers=2,lstm_output_dim=27,opt_step_size=17",0.03844669902124102,64,True,2,64,27,0.7547512480058363,0.7404332059554862,17,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",1,7,tsfresh,40min_centered
08763_00045,4.995128154754639,0.4540543854236603,0.8127347230911255,0.8034420013427734,0.9906085729598999,0.7746297121047974,73.35541534423828,6724.49609375,-3.865095853805542,83.23047995567322,True,,,20,4c04332a952b4fa09860e26cc171ae87,2021-10-06_19-41-02,1633538462,1698.1811029911041,397490,crimv3srv033,10.141.0.15,1698.1811029911041,0,20,"45_batch_size=256,bidirectional=True,cnn_kernel_size=9,cnn_layers=1,dropout_lin=0.85001,dropout_lstm=0.46425,hidden_dim=64,learning_rate=3.2089e-06,lstm_layers=1,lstm_output_dim=184,opt_step_size=17",3.2088557246214806e-06,256,True,1,64,184,0.4642499128887757,0.8500104540913801,17,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",1,9,tsfresh,40min_centered
08763_00046,2.360588550567627,0.505812406539917,0.825758695602417,0.8472405076026917,0.9342093467712402,0.8147491216659546,73.34880828857422,6724.71337890625,-3.86525297164917,170.7924554347992,True,,,20,4cad40bc233e40d2a111678341f7cd66,2021-10-06_20-41-24,1633542084,3612.2914464473724,397489,crimv3srv033,10.141.0.15,3612.2914464473724,0,20,"46_batch_size=1024,bidirectional=True,cnn_kernel_size=9,cnn_layers=3,dropout_lin=0.093301,dropout_lstm=0.85623,hidden_dim=128,learning_rate=4.037e-06,lstm_layers=2,lstm_output_dim=231,opt_step_size=1",4.0370462153921924e-06,1024,True,2,128,231,0.8562250532229695,0.09330131180008194,1,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",3,9,tsfresh,40min_centered
08763_00047,2.0426783561706543,0.6357643604278564,0.8689056634902954,0.8792213201522827,0.955001950263977,0.8622251152992249,73.37128448486328,6725.79833984375,-3.869826316833496,386.9811804294586,True,,,20,01fcb8f5d40b4bfead2f91dbca90448d,2021-10-06_22-49-41,1633549781,7685.1549680233,397491,crimv3srv033,10.141.0.15,7685.1549680233,0,20,"47_batch_size=32,bidirectional=True,cnn_kernel_size=5,cnn_layers=3,dropout_lin=0.48211,dropout_lstm=0.26198,hidden_dim=64,learning_rate=0.00017825,lstm_layers=1,lstm_output_dim=208,opt_step_size=3",0.00017824868853017663,32,True,1,64,208,0.26198028614023694,0.48211064408340254,3,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",3,5,tsfresh,40min_centered
08763_00048,1.6723169088363647,0.6445873379707336,0.8700045347213745,0.891934335231781,0.9390186667442322,0.8662793040275574,73.35541534423828,6724.49609375,-3.865095853805542,69.09497237205505,True,,,20,7a76c5869bd446929c0cff402640eb02,2021-10-06_23-12-08,1633551128,1333.497876405716,312104,crimv3srv033,10.141.0.15,1333.497876405716,0,20,"48_batch_size=2048,bidirectional=True,cnn_kernel_size=10,cnn_layers=1,dropout_lin=0.0041977,dropout_lstm=0.13373,hidden_dim=64,learning_rate=0.0001294,lstm_layers=1,lstm_output_dim=174,opt_step_size=6",0.0001293969826136606,2048,True,1,64,174,0.1337267647131949,0.00419771676572811,6,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",1,10,tsfresh,40min_centered
08763_00049,1.8895187377929688,0.6069673895835876,0.8591402769088745,0.8718070387840271,0.950391948223114,0.8515691161155701,73.35541534423828,6724.49609375,-3.865095853805542,66.93076682090759,True,,,18,9543d9eead084d3fa8376b185bf95b5d,2021-10-06_23-33-28,1633552408,1271.9340674877167,331811,crimv3srv033,10.141.0.15,1271.9340674877167,0,18,"49_batch_size=512,bidirectional=True,cnn_kernel_size=10,cnn_layers=1,dropout_lin=0.39074,dropout_lstm=0.16492,hidden_dim=16,learning_rate=0.029133,lstm_layers=2,lstm_output_dim=220,opt_step_size=5",0.02913331144773022,512,True,2,16,220,0.16491510506635543,0.3907430896626133,5,"['main_y', 'percentage_y']",['main_y'],['percentage_y'],"[<class 'torch.nn.modules.loss.BCEWithLogitsLoss'>, <class 'torch.nn.modules.loss.L1Loss'>]","[0.9, 0.1]",1,10,tsfresh,40min_centered
